_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
9016,16762,LR-13701,2201,Finch Ave W,Arrow Rd,West,Finch Ave W,South,10114,07,Emery Village,WR1,Temporarily Removed,L0710114,,"{""coordinates"": [[-79.5361298864618, 43.7528446122982]], ""type"": ""MultiPoint""}"
9017,16763,LR-07487,2835,Lake Shore Blvd W,Lake Shore Blvd W,South,Fourth St,East,03964,03,Lakeshore Village,WR4,Existing,L0603964,,"{""coordinates"": [[-79.5016670499364, 43.6014707456644]], ""type"": ""MultiPoint""}"
9018,16764,LR-12302,25,Grandravine Dr,Grandravine Dr,South,Derrydown Rd,West,T2662,06,None,WR1,Existing,L0802662,,"{""coordinates"": [[-79.4918720559373, 43.7529444202364]], ""type"": ""MultiPoint""}"
9019,16765,LR-08955,100,Queen St W,Queen St W,North,Bay St,West,03246,10,None,WR4,Existing,L2703246,,"{""coordinates"": [[-79.382850829583, 43.6517468774903]], ""type"": ""MultiPoint""}"
9020,16766,LR-13800,10,Mutual St,Mutual St,West,Queen St E,North,10254,13,Historic Queen East,WR3,Temporarily Removed,L2710254,,"{""coordinates"": [[-79.3744272287149, 43.6536054371542]], ""type"": ""MultiPoint""}"
9021,16768,LR-09529,801,Birchmount Rd,Birchmount Rd,East,Bonniewood Rd,South,01307,20,None,WR1,Temporarily Removed,L3501307,,"{""coordinates"": [[-79.2768402451138, 43.7275201113803]], ""type"": ""MultiPoint""}"
9022,16770,LR-09278,1007,Gerrard St E,Gerrard St E,South,Marjory Ave,West,05293,14,None,WR2,Existing,L3005293,,"{""coordinates"": [[-79.3377859080362, 43.6686590401562]], ""type"": ""MultiPoint""}"
9023,16771,LR-08734,5,Brahms Ave,Finch Ave E,North,Brahms Ave,East,04939,17,None,WR1,Existing,L2404939,,"{""coordinates"": [[-79.3577997136373, 43.7921728006558]], ""type"": ""MultiPoint""}"
9024,16772,LR-10593,2050,Victoria Park Ave,Victoria Park Ave,West,Ivordale Cres,South,T8472,16,None,WR2,Existing,L3408472,,"{""coordinates"": [[-79.3136655050998, 43.7528212851078]], ""type"": ""MultiPoint""}"
9025,16773,LR-12532,1121,Finch Ave E,Finch Ave E,South,Trudy Rd,East,08604,17,None,WR2,Existing,L3308604,,"{""coordinates"": [[-79.3627843532569, 43.7907780648088]], ""type"": ""MultiPoint""}"
9026,16775,LR-12792,1695,Queen St E,Eastern Ave,East,Queen St E,South,08988,19,The Beach,WR3,Existing,L3208988,,"{""coordinates"": [[-79.3124613491544, 43.6667326289583]], ""type"": ""MultiPoint""}"
9027,16776,LR-11266,222,Bremner Blvd,Bremner Blvd,North,Lower Simcoe St,West,02237,10,Toronto Downtown West,WR2,Existing,L2002237,,"{""coordinates"": [[-79.3844583632306, 43.642395734614]], ""type"": ""MultiPoint""}"
9028,16777,LR-13009,1101,Dupont St,Dupont St,South,Bartlett Ave,West,09246,09,None,WR3,Existing,L1809246,,"{""coordinates"": [[-79.4366905437684, 43.6688026092091]], ""type"": ""MultiPoint""}"
9029,16778,LR-13374,75,Brown's Line,Brown's Line,East,Woodbury Rd,South,09770,03,None,WR2,Existing,L0609770,,"{""coordinates"": [[-79.5438948774659, 43.5991651094997]], ""type"": ""MultiPoint""}"
9030,16780,LR-12809,1725,Gerrard St E,Gerrard St E,South,Hollywood Cres,West,08992,19,None,WR3,Existing,L3208992,,"{""coordinates"": [[-79.31591836959, 43.6768719851345]], ""type"": ""MultiPoint""}"
9031,16783,LR-05917,430A,Horner Ave,Horner Ave,North,Gamma St,East,06108,03,None,WR1,Existing,L0606108,,"{""coordinates"": [[-79.5368935305776, 43.6036738294698]], ""type"": ""MultiPoint""}"
9032,16784,LR-07648,195,Exbury Rd,Jane St,East,Exbury Rd,North,2399,06,None,WR2,Existing,L0902399,,"{""coordinates"": [[-79.5105178043921, 43.7295367478053]], ""type"": ""MultiPoint""}"
9033,16786,LR-12812,1987,Dundas St E,Dundas St E,South,Maughan Cres,West,08996,19,None,WR3,Existing,L3208996,,"{""coordinates"": [[-79.3150636261279, 43.6690689245123]], ""type"": ""MultiPoint""}"
9034,16787,LR-09932,295,Dufferin St,Dufferin St,East,Melbourne Ave,South,05455,10,None,WR1,Existing,L1405455,,"{""coordinates"": [[-79.4277170180808, 43.6401570385266]], ""type"": ""MultiPoint""}"
9035,16788,LR-12091,80,Talbot Rd,Talbot Rd,West,Blake Ave,North,07898,18,None,WR1,Existing,L2307898,,"{""coordinates"": [[-79.4239956786793, 43.7820945721455]], ""type"": ""MultiPoint""}"
9036,16789,LR-06174,2,Saxony Cres,Scarlett Rd,West,Saxony Cres,North,06677,02,None,WR2,Existing,L0206677,,"{""coordinates"": [[-79.5162860792967, 43.6911048129505]], ""type"": ""MultiPoint""}"
9037,16790,LR-05823,58,Ridgevalley Cres,Islington Ave,East,Ridgevalley Cres,South,00221,02,None,WR1,Existing,L0400221,,"{""coordinates"": [[-79.5353533119106, 43.6720385808529]], ""type"": ""MultiPoint""}"
9038,16793,LR-14121,8,Anthia Dr,Steeles Ave W,South,Islington Ave,East,T8272,07,None,WR2,Existing,L0708272,,"{""coordinates"": [[-79.5713837276089, 43.764928861766]], ""type"": ""MultiPoint""}"
9039,16795,LR-09514,1850,Victoria Park Ave,Victoria Park Ave,West,Lawrence Ave E,South,2059,16,Wexford Heights,WR2,Existing,L3402059,,"{""coordinates"": [[-79.3097991170618, 43.7416523680254]], ""type"": ""MultiPoint""}"
9040,16796,LR-13366,2,Poplar Heights Dr,Islington Ave,East,Poplar Heights Dr,North,09795,02,None,WR2,Existing,L0409795,,"{""coordinates"": [[-79.5371183307045, 43.6759755244668]], ""type"": ""MultiPoint""}"
9041,16797,LR-06135,2,Sabine Rd,Martin Grove Rd,West,Sabine Rd,North,06540,02,None,WR1,Existing,L0306540,,"{""coordinates"": [[-79.5598603819085, 43.6669120090273]], ""type"": ""MultiPoint""}"
9042,16798,LR-06320,199,Wilson Ave,Wilson Ave,South,Kelso Ave,West,01090,08,None,WR1,Existing,L1601090,,"{""coordinates"": [[-79.4239783473293, 43.7392514958155]], ""type"": ""MultiPoint""}"
9043,16799,LR-08990,1020,Yonge St,Yonge St,West,Crescent Rd,South,T9037,11,Rosedale Main Street,WR2,Existing,L27A9037,,"{""coordinates"": [[-79.3895288743994, 43.6766185989682]], ""type"": ""MultiPoint""}"
9044,16810,LR-11081,761,Jane St,Jane St,East,Woolner Ave,South,00886,05,None,WR1,Existing,L1100886,,"{""coordinates"": [[-79.4935399183244, 43.6714625684627]], ""type"": ""MultiPoint""}"
9045,16813,LR-14778,140,Glenshephard Dr,Danforth Rd,East,Glenshephard Dr,North,11542,20,None,WR1,Existing,L3511542,,"{""coordinates"": [[-79.2498145231474, 43.7317574337353]], ""type"": ""MultiPoint""}"
9046,16814,LR-12090,1589,Victoria Park Ave,Victoria Park Ave,East,Biggin Crt,South,07897,21,None,WR1,Existing,L3707897,,"{""coordinates"": [[-79.3041010104356, 43.7286175755369]], ""type"": ""MultiPoint""}"
9047,16816,LR-11888,70,Wicksteed Ave,Wicksteed Ave,North,Brentcliffe Rd,West,07796,15,None,WR2,Existing,L2607796,,"{""coordinates"": [[-79.3601881960599, 43.7111560995378]], ""type"": ""MultiPoint""}"
9048,16817,LR-11459,1115,Dovercourt Rd,Dovercourt Rd,East,Geary Ave,North,07465,09,None,WR2,Existing,L1707465,,"{""coordinates"": [[-79.4331558014956, 43.6709371706565]], ""type"": ""MultiPoint""}"
9049,16818,LR-11146,1700,Eglinton Ave E,Eglinton Ave E,North,Sloane Ave,East,04891,16,None,WR2,Existing,L3404891,,"{""coordinates"": [[-79.3131073891098, 43.7261646612563]], ""type"": ""MultiPoint""}"
9050,16819,LR-07576,4777,Dufferin St,Dufferin St,East,Martin Ross Ave,South,00252,06,DuKe Heights,WR2,Existing,L0800252,,"{""coordinates"": [[-79.4682344712242, 43.7749741707665]], ""type"": ""MultiPoint""}"
9051,16822,LR-10372,1,Gould St,Gould St,South,Yonge St,East,05252,13,Downtown Yonge,WR4,Existing,L2705252,,"{""coordinates"": [[-79.3809505184974, 43.6574394136641]], ""type"": ""MultiPoint""}"
9052,16823,LR-13738,2161,Midland Ave,Progress Ave,South,Midland Ave,East,10169,21,None,WR1,Existing,L3710169,,"{""coordinates"": [[-79.2725865664906, 43.7729495431976]], ""type"": ""MultiPoint""}"
9053,16827,LR-07386,3860,Bloor St W,Bloor St W,North,Jopling Ave N,East,00629,02,None,WR2,Existing,L0500629,,"{""coordinates"": [[-79.5392449151916, 43.6410373856705]], ""type"": ""MultiPoint""}"
9054,16828,LR-15472,500,Gerrard St E,Gerrard St E,North,River St,East,12750,13,None,WR4,Existing,L1212750,,"{""coordinates"": [[-79.3586405672653, 43.663959320547]], ""type"": ""MultiPoint""}"
9055,16829,LR-15382,445,Huntingwood Dr,Huntingwood Dr,South,Kilkenny Dr,East,12538,22,None,WR4,Temporarily Removed,L4012538,,"{""coordinates"": [[-79.317191785984, 43.7834381238944]], ""type"": ""MultiPoint""}"
9056,16830,LR-15433,90,Kingslake Rd,Kingslake Rd,West,Gleneagle Cres,North,12691,17,None,WR4,Existing,L3312691,,"{""coordinates"": [[-79.3449555414564, 43.7847371144876]], ""type"": ""MultiPoint""}"
9057,16831,LR-17001,1215,Dundas St E,Dundas St E,South,Boston Ave,West,14994,14,None,WR4,Existing,L3014994,,"{""coordinates"": [[-79.3404823498354, 43.6650274481279]], ""type"": ""MultiPoint""}"
9058,16838,LR-17081,None,None,Mill St,North,Trinity St,West,15072,13,None,WR4,Existing,L2815072,,"{""coordinates"": [[-79.3600546894875, 43.6507514098534]], ""type"": ""MultiPoint""}"
9059,16840,LR-17504,654,Petrolia Rd,Canarctic Dr,South,Petrolia Rd,West,T15622,06,DuKe Heights,WR4,Existing,L0615622,,"{""coordinates"": [[-79.4891090655861, 43.7761648515053]], ""type"": ""MultiPoint""}"
9060,16841,LR-17512,None,None,Wilson Ave,North,Wilson Heights Blvd,West,15849,06,None,WR4,Temporarily Removed,L0615849,,"{""coordinates"": [[-79.4475986070428, 43.7346384329292]], ""type"": ""MultiPoint""}"
9061,16842,LR-17518,310,Rustic Rd,Culford Rd,East,Rustic Rd,North,15844,05,None,WR4,Existing,L0515844,,"{""coordinates"": [[-79.490808703059, 43.7153667205116]], ""type"": ""MultiPoint""}"
9062,16843,LR-17525,120,Charlton Settlement Ave,Sidney Belsey Cres,South,Charlton Settlement Ave,East,15837,05,None,WR4,Existing,L0515837,,"{""coordinates"": [[-79.5063308915033, 43.6916541117886]], ""type"": ""MultiPoint""}"
9063,16844,LR-17534,14,Pembroke St,Pembroke St,West,Shuter St,North,15859,13,None,WR4,Existing,L1315859,,"{""coordinates"": [[-79.3716564716247, 43.6563029818741]], ""type"": ""MultiPoint""}"
9064,16845,LR-17542,None,Fort York Blvd,Fort York Blvd,North,Bathurst St,West,15860,10,CityPlace and Fort York,WR4,Existing,L1015860,,"{""coordinates"": [[-79.4023645361512, 43.6382354584909]], ""type"": ""MultiPoint""}"
9065,16846,LR-08898,875,Bay St,Bay St,East,Grosvenor St,North,05028,13,None,WR1,Existing,L2705028,,"{""coordinates"": [[-79.3863342288364, 43.6626762143782]], ""type"": ""MultiPoint""}"
9066,16851,LR-07848,3023,Dundas St W,Dundas St W,South,High Park Ave,East,04924,04,The Junction,WR4,Existing,L1304924,,"{""coordinates"": [[-79.4698944021736, 43.6654048503069]], ""type"": ""MultiPoint""}"
9067,16855,LR-15735,101,Canmore Blvd,Canmore Blvd,South,Charcoal Dr,East,12970,25,None,WR4,Existing,L4412970,,"{""coordinates"": [[-79.1769293587574, 43.7938282895112]], ""type"": ""MultiPoint""}"
9068,16856,LR-15751,105,Staines Rd,Staines Rd,East,Wharnsby Dr,North,12947,25,None,WR4,Existing,L4212947,,"{""coordinates"": [[-79.2207239539504, 43.8207926602163]], ""type"": ""MultiPoint""}"
9069,16857,LR-14312,3410,Lake Shore Blvd W,Lake Shore Blvd W,North,Twenty Eighth St,East,10999,03,Long Branch,WR4,Existing,L0610999,,"{""coordinates"": [[-79.5281279612547, 43.5958251750614]], ""type"": ""MultiPoint""}"
9070,16859,LR-13941,45,Glen Rd,Maple Ave,South,Glen Rd,East,10463,11,None,WR1,Existing,L2710463,,"{""coordinates"": [[-79.3754202681568, 43.6748562352435]], ""type"": ""MultiPoint""}"
9071,16860,LR-14422,1344,Martin Grove Rd,Martin Grove Rd,West,Rexdale Blvd,South,11045,01,None,WR2,Existing,L0211045,,"{""coordinates"": [[-79.5806842140712, 43.71264297927]], ""type"": ""MultiPoint""}"
9072,16861,LR-13518,1380,Midland Ave,Midland Ave,West,Prudential Dr,North,09905,21,None,WR2,Existing,L3709905,,"{""coordinates"": [[-79.2647584305741, 43.7498603114824]], ""type"": ""MultiPoint""}"
9073,16862,LR-07398,4050,Bloor St W,Bloor St W,North,The East Mall,East,00635,02,None,WR2,Existing,L0500635,,"{""coordinates"": [[-79.5563085812809, 43.6371943886094]], ""type"": ""MultiPoint""}"
9074,16864,LR-12753,660,Briar Hill Ave,Bathurst St,West,Briar Hill Ave,North,08931,08,None,WR4,Existing,L2108931,,"{""coordinates"": [[-79.4272584937371, 43.7081799463294]], ""type"": ""MultiPoint""}"
9075,16865,LR-08170,98,Winona Dr,Winona Dr,West,Benson Ave,South,05966,09,None,WR1,Temporarily Removed,L1705966,,"{""coordinates"": [[-79.4314522853111, 43.6775363731287]], ""type"": ""MultiPoint""}"
9076,16867,LR-19310,3266,Danforth Ave,Danforth Ave,North,August Ave,East,37,20,Crossroads of the Danforth,WR5,Existing,L3500037,,"{""coordinates"": [[-79.2809831701021, 43.6929458731482]], ""type"": ""MultiPoint""}"
9077,16868,LR-16375,24,Leith Hill Rd,Leith Hill Rd,North,Don Mills Rd,West,14112,17,None,WR4,Existing,L3314112,,"{""coordinates"": [[-79.3494543158435, 43.7768725109513]], ""type"": ""MultiPoint""}"
9078,16869,LR-19556,4869,Dundas St W,Dundas St W,South,Burnhamthorpe Rd,West,07236,03,Village of Islington,WR5,Existing,L0507236,,"{""coordinates"": [[-79.5272173341131, 43.6502745490506]], ""type"": ""MultiPoint""}"
9079,16870,LR-18650,591,Danforth Ave,Danforth Ave,South,Gough Ave,West,03167,14,Greektown on the Danforth,WR5,Existing,L3003167,,"{""coordinates"": [[-79.3464839816208, 43.6785297422776]], ""type"": ""MultiPoint""}"
9080,16871,LR-19348,1897,Eglinton Ave W,Eglinton Ave W,South,Kirknewton Rd,East,09736,09,Fairbank Village,WR5,Existing,L1709736,,"{""coordinates"": [[-79.4518694976013, 43.6952622419803]], ""type"": ""MultiPoint""}"
9081,16872,LR-16430,502,Front St E,Bayview Ave,West,Front St E,North,14163,13,None,WR4,Existing,L2814163,,"{""coordinates"": [[-79.3538692476647, 43.6538179846835]], ""type"": ""MultiPoint""}"
9082,16874,LR-18687,95,Front St E,Front St E,South,Lower Jarvis St,West,05734,13,Old Town Toronto,WR5,Existing,L2805734,,"{""coordinates"": [[-79.3716715429535, 43.6492253852464]], ""type"": ""MultiPoint""}"
9083,16875,LR-19362,35,Finch Ave E,Doris Ave,West,Olive Ave,North,07267,18,Yonge North York,WR5,Existing,L2307267,,"{""coordinates"": [[-79.412583417183, 43.779328468495]], ""type"": ""MultiPoint""}"
9084,16876,LR-16503,520,Gerrard St E,St Matthews Rd,West,Gerrard St E,North,14249,14,None,WR4,Existing,L3014249,,"{""coordinates"": [[-79.3553960559487, 43.6651630348]], ""type"": ""MultiPoint""}"
9085,16877,LR-18930,313,Burnhamthorpe Rd,Martin Grove Rd,West,Burnhamthorpe Rd,North,12203,02,None,WR5,Existing,L0512203,,"{""coordinates"": [[-79.5491899948205, 43.6490295005769]], ""type"": ""MultiPoint""}"
9086,16878,LR-18717,3020,Danforth Ave,Danforth Ave,North,Thyra Ave,West,03008,19,Danforth Village,WR5,Existing,L3103008,,"{""coordinates"": [[-79.2904927534277, 43.6908091577752]], ""type"": ""MultiPoint""}"
9087,16879,LR-19444,88,Bloor St E,Bloor St E,North,Yonge St,East,03450,11,Bloor Street,WR5,Existing,L2703450,,"{""coordinates"": [[-79.3852404366042, 43.6706469195928]], ""type"": ""MultiPoint""}"
9088,16881,LR-05979,100-100A,Dixon Rd,St Phillips Rd,West,Dixon Rd,North,06215,01,None,WR2,Existing,L0206215,,"{""coordinates"": [[-79.5344890952686, 43.7000916453746]], ""type"": ""MultiPoint""}"
9089,16882,LR-18958,4812,Yonge St,Yonge St,West,Sheppard Ave W,North,07221,18,Yonge North York,WR5,Existing,L2307221,,"{""coordinates"": [[-79.411176558869, 43.7618269294997]], ""type"": ""MultiPoint""}"
9090,16884,LR-18787,2622,Danforth Ave,Danforth Ave,North,Barrington Ave,East,06606,19,Danforth Village,WR5,Existing,L3106606,,"{""coordinates"": [[-79.3004045142517, 43.6885657599241]], ""type"": ""MultiPoint""}"
9091,16887,LR-13101,163,Portland St,Richmond St W,North,Portland St,West,09408,10,None,WR3,Existing,L2009408,,"{""coordinates"": [[-79.4007756010582, 43.6471103711391]], ""type"": ""MultiPoint""}"
9092,16888,LR-13302,256,Lansdowne Ave,Lansdowne Ave,West,College St,North,09672,09,College West,WR2,Existing,L1809672,,"{""coordinates"": [[-79.4401962723222, 43.6512360482804]], ""type"": ""MultiPoint""}"
9093,16892,LR-14187,1635,The Queensway,The Queensway,South,The East Mall,West,11005,03,None,WR2,Existing,L0511005,,"{""coordinates"": [[-79.5467038286254, 43.6162135484939]], ""type"": ""MultiPoint""}"
9094,16894,LR-06912,2740,Lawrence Ave E,Lawrence Ave E,North,Marcos Blvd,West,06970,21,None,WR2,Existing,L3706970,,"{""coordinates"": [[-79.2592179659134, 43.7528951846167]], ""type"": ""MultiPoint""}"
9095,16895,LR-14196,2204,Dundas St W,Dundas St W,North,Roncesvalles Ave,East,T2182,04,None,WR2,Existing,L1402182,,"{""coordinates"": [[-79.4512603614207, 43.6536594347875]], ""type"": ""MultiPoint""}"
9096,16896,LR-06504,270,Wellington St W,Wellington St W,North,Blue Jays Way,East,06590,10,Toronto Downtown West,WR1,Existing,L2006590,,"{""coordinates"": [[-79.3915139062126, 43.644853433358]], ""type"": ""MultiPoint""}"
9097,16897,LR-12542,151,Fenelon Dr,Fenelon Dr,East,Graydon Hall Dr,South,08599,16,None,WR2,Existing,L3408599,,"{""coordinates"": [[-79.3389036706768, 43.7633924479988]], ""type"": ""MultiPoint""}"
9098,16898,LR-07010,64,Crittenden Sq,Tapscott Rd,East,Finch Ave E,South,01568,23,None,WR2,Existing,L4201568,,"{""coordinates"": [[-79.2368224926412, 43.8139385033583]], ""type"": ""MultiPoint""}"
9099,16899,LR-13437,102,Deep Dene Dr,Ellesmere Rd,South,Deep Dene Dr,West,09839,25,None,WR3,Existing,L4409839,,"{""coordinates"": [[-79.1705526439566, 43.7907243637284]], ""type"": ""MultiPoint""}"
9100,16901,LR-08381,96,Denison Ave,Dundas St W,South,Denison Ave,West,05213,10,None,WR2,Existing,L2005213,,"{""coordinates"": [[-79.4024958788234, 43.6518980826072]], ""type"": ""MultiPoint""}"
9101,16902,LR-09590,2257-2281,Kingston Rd,Kingston Rd,South,Ridgemoor Ave,West,03775,20,None,WR2,Existing,L3603775,,"{""coordinates"": [[-79.2512170838253, 43.7060806067736]], ""type"": ""MultiPoint""}"
9102,16903,LR-12442,3993,Keele St,Keele St,East,The Pond Rd,South,08401,06,DuKe Heights,WR2,Existing,L0808401,,"{""coordinates"": [[-79.492821248777, 43.7715683484454]], ""type"": ""MultiPoint""}"
9103,16905,LR-15361,None,None,Mortimer Ave,North,Binswood Ave,West,12521,19,None,WR1,Existing,L3112521,,"{""coordinates"": [[-79.3229022179935, 43.6912843877986]], ""type"": ""MultiPoint""}"
9104,16907,LR-09033,202,Carlton St,Carlton St,North,Ontario St,East,05684,13,Cabbagetown,WR4,Existing,L2805684,,"{""coordinates"": [[-79.3703295728998, 43.6638455475711]], ""type"": ""MultiPoint""}"
9105,16909,LR-14575,550,Sheppard Ave E,Sheppard Ave E,North,Bayview Ave,East,11381,17,None,WR2,Existing,L2411381,,"{""coordinates"": [[-79.3876204087962, 43.7669630260884]], ""type"": ""MultiPoint""}"
9106,16911,LR-12317,1,Duncan Mill Rd,Lesmill Rd,East,Duncan Mill Rd,South,T2828,16,None,WR1,Existing,L3402828,,"{""coordinates"": [[-79.3582399323698, 43.7604393943811]], ""type"": ""MultiPoint""}"
9107,16912,LR-07016,3526,Ellesmere Rd,Ellesmere Rd,North,Calverley Trl,East,01593,25,None,WR1,Existing,L4401593,,"{""coordinates"": [[-79.1764879692015, 43.7895575612215]], ""type"": ""MultiPoint""}"
9108,16913,LR-07440,1633,The Queensway,The East Mall,East,The Queensway,South,03202,03,None,WR2,Temporarily Removed,L0503202,,"{""coordinates"": [[-79.5459773192474, 43.616148771756]], ""type"": ""MultiPoint""}"
9109,16915,LR-11810,6061,Yonge St,Yonge St,East,Wedgewood Dr,North,07540,18,None,WR2,Existing,L2307540,,"{""coordinates"": [[-79.4179242046436, 43.7900645519746]], ""type"": ""MultiPoint""}"
9110,16917,LR-14272,473,Wilson Ave,Wilson Ave,South,Delahaye St,West,11108,06,None,WR1,Existing,L1011108,,"{""coordinates"": [[-79.443182912572, 43.7353495535113]], ""type"": ""MultiPoint""}"
9111,16918,LR-12867,401,Adelaide St E,Adelaide St E,South,Princess St,West,08830,13,Old Town Toronto,WR3,Existing,L2808830,,"{""coordinates"": [[-79.3675477899759, 43.6522979944065]], ""type"": ""MultiPoint""}"
9112,16919,LR-12390,25,Irvine Rd,Lawson Rd,South,Irvine Rd,East,08537,25,None,WR2,Existing,L4408537,,"{""coordinates"": [[-79.1549579997659, 43.7864834855274]], ""type"": ""MultiPoint""}"
9113,16920,LR-12923,168,L'Amoreaux Dr,Birchmount Rd,West,L'Amoreaux Dr,North,T428,22,None,WR1,Existing,L3900428,,"{""coordinates"": [[-79.3073353468759, 43.800739973629]], ""type"": ""MultiPoint""}"
9114,16921,LR-08993,599A,Yonge St,Yonge St,East,Gloucester St,South,03409,13,None,WR1,Existing,L2703409,,"{""coordinates"": [[-79.3850719054175, 43.6663798939835]], ""type"": ""MultiPoint""}"
9115,16922,LR-09683,3200,Kennedy Rd,Kennedy Rd,West,Mcnicoll Ave,North,01471,22,None,WR2,Existing,L3901471,,"{""coordinates"": [[-79.3025191354826, 43.8130491713045]], ""type"": ""MultiPoint""}"
9116,16923,LR-08348,360,Bloor St W,Bloor St W,North,Walmer Rd,East,04588,11,Bloor Annex,WR4,Existing,L2004588,,"{""coordinates"": [[-79.4051009974521, 43.6664739594679]], ""type"": ""MultiPoint""}"
9117,16927,LR-06615,1515,Danforth Rd,Danforth Rd,East,Hollyhedge Dr,South,01429,21,None,WR2,Existing,L3804952,,"{""coordinates"": [[-79.2442941399778, 43.7511489435981]], ""type"": ""MultiPoint""}"
9118,16929,LR-07402,2992,Bloor St W,Bloor St W,North,Willingdon Blvd,West,03215,03,The Kingsway,WR2,Existing,L0503215,,"{""coordinates"": [[-79.5102335412385, 43.6476975853041]], ""type"": ""MultiPoint""}"
9119,16930,LR-11974,1,Goodland Gt,Midland Ave,East,Goodland Gt,South,07811,23,None,WR2,Temporarily Removed,L4107811,,"{""coordinates"": [[-79.2753692699625, 43.7791282843658]], ""type"": ""MultiPoint""}"
9120,16932,LR-08623,288,St Clair Ave W,St Clair Ave W,South,Spadina Rd,East,04691,12,None,WR2,Existing,L2204691,,"{""coordinates"": [[-79.4105690327956, 43.6847159984214]], ""type"": ""MultiPoint""}"
9121,16933,LR-13590,255,Morningside Ave,Morningside Ave,East,Lawrence Ave E,North,09989,25,None,WR1,Existing,L4409989,,"{""coordinates"": [[-79.1862170279541, 43.7693164247836]], ""type"": ""MultiPoint""}"
9122,16936,LR-09343,90,Eastdale Ave,Eastdale Ave,East,Goodwood Park Cres,North,1278,19,None,WR1,Existing,L3101278,,"{""coordinates"": [[-79.3008432632671, 43.6947347515623]], ""type"": ""MultiPoint""}"
9123,16937,LR-08123,481,Rogers Rd,Old Weston Rd,East,Rogers Rd,South,04701,09,Rogers Road,WR1,Existing,L1704701,,"{""coordinates"": [[-79.4673789123649, 43.6816818585573]], ""type"": ""MultiPoint""}"
9124,16940,LR-14432,6,Cobble Hills,Royal York Rd,West,Cobble Hills,North,11021,02,None,WR2,Existing,L0411021,,"{""coordinates"": [[-79.5226503010807, 43.6727915691954]], ""type"": ""MultiPoint""}"
9125,16942,LR-13915,2936,Bayview Ave,Bayview Ave,West,Hollywood Ave,North,10305,18,None,WR1,Existing,L2310305,,"{""coordinates"": [[-79.3891960173439, 43.7710776864216]], ""type"": ""MultiPoint""}"
9126,16943,LR-10761,1390,Neilson Rd,Neilson Rd,South,Mclevin Ave,West,03343,23,None,WR2,Existing,L4203343,,"{""coordinates"": [[-79.2222274622098, 43.8092586109431]], ""type"": ""MultiPoint""}"
9127,16944,LR-15757,328,The West Mall,The West Mall,West,Bloor St W,North,13094,02,None,WR4,Existing,L0313094,,"{""coordinates"": [[-79.5638580653407, 43.6373468377496]], ""type"": ""MultiPoint""}"
9128,16945,LR-15764,None,None,Sewell's Rd,West,Empringham Dr,North,12950,25,None,WR4,Existing,L4212950,,"{""coordinates"": [[-79.2140681269882, 43.8123637797504]], ""type"": ""MultiPoint""}"
9129,16946,LR-15650,131,South Dr,South Dr,South,Glen Rd,West,12839,11,None,WR4,Existing,L1212839,,"{""coordinates"": [[-79.375613132451, 43.6776145575567]], ""type"": ""MultiPoint""}"
9130,16949,LR-17052,None,None,Spruce St,North,Parliament St,East,15042,13,Cabbagetown,WR4,Existing,L1315042,,"{""coordinates"": [[-79.3673628029646, 43.6633149262862]], ""type"": ""MultiPoint""}"
9131,16950,LR-17084,None,None,Bellair St,West,Bloor St W,North,15070,11,Bloor Street,WR4,Existing,L1115070,,"{""coordinates"": [[-79.390781871458, 43.6698401044834]], ""type"": ""MultiPoint""}"
9132,16953,LR-17168,10,Farr Ave,Farr Ave,South,Kipling Ave,East,15197,01,None,WR4,Existing,L0115197,,"{""coordinates"": [[-79.5797241640372, 43.7439013871837]], ""type"": ""MultiPoint""}"
9133,16954,LR-17146,495,Wilson Ave,Wilson Ave,South,Champlain Blvd,West,15213,06,None,WR4,Existing,L1015213,,"{""coordinates"": [[-79.444793971752, 43.7349856132658]], ""type"": ""MultiPoint""}"
9134,16955,LR-07414,983,Islington Ave,Islington Ave,East,Ambleside Ave,South,00661,03,None,WR1,Existing,L0500661,,"{""coordinates"": [[-79.5169263465258, 43.6291359802624]], ""type"": ""MultiPoint""}"
9135,16956,LR-17545,None,Harbour St,Harbour St,South,Bay St,West,15866,10,The Waterfront,WR4,Existing,L1015866,,"{""coordinates"": [[-79.377699008543, 43.6419022507803]], ""type"": ""MultiPoint""}"
9136,16957,LR-17551,None,None,Front St W,South,Portland St,West,15861,10,CityPlace and Fort York,WR4,Existing,L1015861,,"{""coordinates"": [[-79.3989049962741, 43.6412961512572]], ""type"": ""MultiPoint""}"
9137,16959,LR-17563,3965,Keele St,Keele St,East,Four Winds Dr,South,T15653,06,DuKe Heights,WR4,Existing,L0615653,,"{""coordinates"": [[-79.4912914171215, 43.7654425197813]], ""type"": ""MultiPoint""}"
9138,16960,LR-17569,2866,Dufferin St,Glencairn Ave,North,Dufferin St,West,15900,08,MarkeTO District,WR4,Existing,L0815900,,"{""coordinates"": [[-79.4535468427247, 43.707063300141]], ""type"": ""MultiPoint""}"
